scenario,modelID,RMSE,pearsons_r,p_pearsons_r,num_datapoints,Model,Readout Train Data,Readout Type,Encoder Type,Dynamics Type,Encoder Pre-training Task,Encoder Pre-training Dataset,Encoder Pre-training Seed,Encoder Training Task,Encoder Training Dataset,Encoder Training Seed,Dynamics Training Task,Dynamics Training Dataset,Dynamics Training Seed,ModelID,Model Kind,Visual encoder architecture,Dynamics model architecture,ObjectCentric,Supervised,SelfSupervisedLossSelfSupervisedLoss,Encoder Training Dataset Type,Dynamics Training Dataset Type,Readout Train Data Type
clothiness,SVG_VGG_1.0_VAE_all_VAE_1_all_readout_C_clothiness_per_example_svg.csv,0.02826178676457998,0.04965589479155312,0.5475776520505762,149,SVG,clothiness,C,VGG,LSTM,,,,VAE,all,1.0,VAE,all,1,SVG_VGG_1.0_VAE_all_VAE_1_all_readout_C_clothiness_per_example_svg.csv,SVG_VGG_1.0_VAE_all_VAE_1_same,ConvNet,Neither,False,False,NA,all,all,same
clothiness,SVG_VGG_1.0_VAE_all_VAE_1_all_readout_D_clothiness_per_example_svg.csv,0.02826178676457998,0.04965589479155312,0.5475776520505762,149,SVG,clothiness,D,VGG,LSTM,,,,VAE,all,1.0,VAE,all,1,SVG_VGG_1.0_VAE_all_VAE_1_all_readout_D_clothiness_per_example_svg.csv,SVG_VGG_1.0_VAE_all_VAE_1_same,ConvNet,Neither,False,False,NA,all,all,same
clothiness,SVG_VGG_1.0_VAE_no_clothiness_VAE_1_no_clothiness_readout_A_clothiness_per_example_svg.csv,0.03132183583945784,0.1939273589161945,0.017798099617263197,149,SVG,clothiness,A,VGG,LSTM,,,,VAE,no_clothiness,1.0,VAE,no_clothiness,1,SVG_VGG_1.0_VAE_no_clothiness_VAE_1_no_clothiness_readout_A_clothiness_per_example_svg.csv,SVG_VGG_1.0_VAE_all_but_this_VAE_1_same,ConvNet,Neither,False,False,NA,all_but_this,all_but_this,same
clothiness,SVG_VGG_1.0_VAE_no_clothiness_VAE_1_no_clothiness_readout_B_clothiness_per_example_svg.csv,0.030273906870977002,-0.016904471141273303,0.8378673228606001,149,SVG,clothiness,B,VGG,LSTM,,,,VAE,no_clothiness,1.0,VAE,no_clothiness,1,SVG_VGG_1.0_VAE_no_clothiness_VAE_1_no_clothiness_readout_B_clothiness_per_example_svg.csv,SVG_VGG_1.0_VAE_all_but_this_VAE_1_same,ConvNet,Neither,False,False,NA,all_but_this,all_but_this,same
clothiness,SVG_VGG_1.0_VAE_no_clothiness_VAE_1_no_clothiness_readout_C_clothiness_per_example_svg.csv,0.032685051266829745,0.014516884283972775,0.8605154500481164,149,SVG,clothiness,C,VGG,LSTM,,,,VAE,no_clothiness,1.0,VAE,no_clothiness,1,SVG_VGG_1.0_VAE_no_clothiness_VAE_1_no_clothiness_readout_C_clothiness_per_example_svg.csv,SVG_VGG_1.0_VAE_all_but_this_VAE_1_same,ConvNet,Neither,False,False,NA,all_but_this,all_but_this,same
clothiness,SVG_VGG_1.0_VAE_no_clothiness_VAE_1_no_clothiness_readout_D_clothiness_per_example_svg.csv,0.032685051266829745,0.014516884283972775,0.8605154500481164,149,SVG,clothiness,D,VGG,LSTM,,,,VAE,no_clothiness,1.0,VAE,no_clothiness,1,SVG_VGG_1.0_VAE_no_clothiness_VAE_1_no_clothiness_readout_D_clothiness_per_example_svg.csv,SVG_VGG_1.0_VAE_all_but_this_VAE_1_same,ConvNet,Neither,False,False,NA,all_but_this,all_but_this,same
clothiness,SVG_VGG_1.0_VAE_clothiness_VAE_1_clothiness_readout_A_clothiness_per_example_svg.csv,0.04005573637744926,0.35944198477919465,6.732022437235334e-06,149,SVG,clothiness,A,VGG,LSTM,,,,VAE,clothiness,1.0,VAE,clothiness,1,SVG_VGG_1.0_VAE_clothiness_VAE_1_clothiness_readout_A_clothiness_per_example_svg.csv,SVG_VGG_1.0_VAE_same_VAE_1_same,ConvNet,Neither,False,False,NA,same,same,same
clothiness,SVG_VGG_1.0_VAE_clothiness_VAE_1_clothiness_readout_B_clothiness_per_example_svg.csv,0.045861321058465486,0.12468712720189985,0.12974674245629264,149,SVG,clothiness,B,VGG,LSTM,,,,VAE,clothiness,1.0,VAE,clothiness,1,SVG_VGG_1.0_VAE_clothiness_VAE_1_clothiness_readout_B_clothiness_per_example_svg.csv,SVG_VGG_1.0_VAE_same_VAE_1_same,ConvNet,Neither,False,False,NA,same,same,same
clothiness,SVG_VGG_1.0_VAE_clothiness_VAE_1_clothiness_readout_C_clothiness_per_example_svg.csv,0.044391041090353044,0.1312084557501957,0.11070812889732434,149,SVG,clothiness,C,VGG,LSTM,,,,VAE,clothiness,1.0,VAE,clothiness,1,SVG_VGG_1.0_VAE_clothiness_VAE_1_clothiness_readout_C_clothiness_per_example_svg.csv,SVG_VGG_1.0_VAE_same_VAE_1_same,ConvNet,Neither,False,False,NA,same,same,same
clothiness,SVG_VGG_1.0_VAE_clothiness_VAE_1_clothiness_readout_D_clothiness_per_example_svg.csv,0.044391041090353044,0.1312084557501957,0.11070812889732434,149,SVG,clothiness,D,VGG,LSTM,,,,VAE,clothiness,1.0,VAE,clothiness,1,SVG_VGG_1.0_VAE_clothiness_VAE_1_clothiness_readout_D_clothiness_per_example_svg.csv,SVG_VGG_1.0_VAE_same_VAE_1_same,ConvNet,Neither,False,False,NA,same,same,same
clothiness,VGGFrozenLSTM_VGG_nan_nan_nan_L2 on latent_0_all_readout_A_clothiness_VGGFrozenLSTM_results.csv,0.048328822566026615,0.1442657760719288,0.07919910391290559,149,VGGFrozenLSTM,clothiness,A,VGG,LSTM,ImageNet classification,ImageNet,,,,,L2 on latent,all,0,VGGFrozenLSTM_VGG_nan_nan_nan_L2 on latent_0_all_readout_A_clothiness_VGGFrozenLSTM_results.csv,VGGFrozenLSTM_VGG_nan_nan_nan_L2 on latent_0_same,Transformer,LSTM,,False,NA,,all,same
clothiness,VGGFrozenLSTM_VGG_nan_nan_nan_L2 on latent_0_all_readout_B_clothiness_VGGFrozenLSTM_results.csv,0.045417031989957765,0.041692898637917065,0.6136570221790559,149,VGGFrozenLSTM,clothiness,B,VGG,LSTM,ImageNet classification,ImageNet,,,,,L2 on latent,all,0,VGGFrozenLSTM_VGG_nan_nan_nan_L2 on latent_0_all_readout_B_clothiness_VGGFrozenLSTM_results.csv,VGGFrozenLSTM_VGG_nan_nan_nan_L2 on latent_0_same,Transformer,LSTM,,False,NA,,all,same
clothiness,VGGFrozenLSTM_VGG_nan_nan_nan_L2 on latent_0_all_readout_C_clothiness_VGGFrozenLSTM_results.csv,0.04544838515873857,0.04069833531491117,0.6221490302542707,149,VGGFrozenLSTM,clothiness,C,VGG,LSTM,ImageNet classification,ImageNet,,,,,L2 on latent,all,0,VGGFrozenLSTM_VGG_nan_nan_nan_L2 on latent_0_all_readout_C_clothiness_VGGFrozenLSTM_results.csv,VGGFrozenLSTM_VGG_nan_nan_nan_L2 on latent_0_same,Transformer,LSTM,,False,NA,,all,same
clothiness,VGGFrozenLSTM_VGG_nan_nan_nan_L2 on latent_0_no_clothiness_readout_A_clothiness_VGGFrozenLSTM_results.csv,0.0479840163175745,0.14178189325793347,0.08456035595433513,149,VGGFrozenLSTM,clothiness,A,VGG,LSTM,ImageNet classification,ImageNet,,,,,L2 on latent,no_clothiness,0,VGGFrozenLSTM_VGG_nan_nan_nan_L2 on latent_0_no_clothiness_readout_A_clothiness_VGGFrozenLSTM_results.csv,VGGFrozenLSTM_VGG_nan_nan_nan_L2 on latent_0_same,Transformer,LSTM,,False,NA,,all_but_this,same
clothiness,VGGFrozenLSTM_VGG_nan_nan_nan_L2 on latent_0_no_clothiness_readout_B_clothiness_VGGFrozenLSTM_results.csv,0.04554816549424691,0.022081101895120706,0.7892406323977287,149,VGGFrozenLSTM,clothiness,B,VGG,LSTM,ImageNet classification,ImageNet,,,,,L2 on latent,no_clothiness,0,VGGFrozenLSTM_VGG_nan_nan_nan_L2 on latent_0_no_clothiness_readout_B_clothiness_VGGFrozenLSTM_results.csv,VGGFrozenLSTM_VGG_nan_nan_nan_L2 on latent_0_same,Transformer,LSTM,,False,NA,,all_but_this,same
clothiness,VGGFrozenLSTM_VGG_nan_nan_nan_L2 on latent_0_no_clothiness_readout_C_clothiness_VGGFrozenLSTM_results.csv,0.045481526630212855,0.021087124194967208,0.7985209378582302,149,VGGFrozenLSTM,clothiness,C,VGG,LSTM,ImageNet classification,ImageNet,,,,,L2 on latent,no_clothiness,0,VGGFrozenLSTM_VGG_nan_nan_nan_L2 on latent_0_no_clothiness_readout_C_clothiness_VGGFrozenLSTM_results.csv,VGGFrozenLSTM_VGG_nan_nan_nan_L2 on latent_0_same,Transformer,LSTM,,False,NA,,all_but_this,same
clothiness,VGGFrozenLSTM_VGG_nan_nan_nan_L2 on latent_0_clothiness_readout_A_clothiness_VGGFrozenLSTM_results.csv,0.04324578387021911,0.3375137303504189,2.560751912905178e-05,149,VGGFrozenLSTM,clothiness,A,VGG,LSTM,ImageNet classification,ImageNet,,,,,L2 on latent,clothiness,0,VGGFrozenLSTM_VGG_nan_nan_nan_L2 on latent_0_clothiness_readout_A_clothiness_VGGFrozenLSTM_results.csv,VGGFrozenLSTM_VGG_nan_nan_nan_L2 on latent_0_same,Transformer,LSTM,,False,NA,,same,same
clothiness,VGGFrozenLSTM_VGG_nan_nan_nan_L2 on latent_0_clothiness_readout_B_clothiness_VGGFrozenLSTM_results.csv,0.04494567985961957,0.0803291714666096,0.3301263592577176,149,VGGFrozenLSTM,clothiness,B,VGG,LSTM,ImageNet classification,ImageNet,,,,,L2 on latent,clothiness,0,VGGFrozenLSTM_VGG_nan_nan_nan_L2 on latent_0_clothiness_readout_B_clothiness_VGGFrozenLSTM_results.csv,VGGFrozenLSTM_VGG_nan_nan_nan_L2 on latent_0_same,Transformer,LSTM,,False,NA,,same,same
clothiness,VGGFrozenLSTM_VGG_nan_nan_nan_L2 on latent_0_clothiness_readout_C_clothiness_VGGFrozenLSTM_results.csv,0.04642381262423629,0.0684825659825848,0.4066117262958716,149,VGGFrozenLSTM,clothiness,C,VGG,LSTM,ImageNet classification,ImageNet,,,,,L2 on latent,clothiness,0,VGGFrozenLSTM_VGG_nan_nan_nan_L2 on latent_0_clothiness_readout_C_clothiness_VGGFrozenLSTM_results.csv,VGGFrozenLSTM_VGG_nan_nan_nan_L2 on latent_0_same,Transformer,LSTM,,False,NA,,same,same
clothiness,SVG_VGG_1.0_VAE_all_VAE_1_all_readout_A_clothiness_per_example_svg_seed_0_1_2.csv,0.05440810074584707,0.020360962569504426,0.8731222667199848,64,SVG,clothiness,A,VGG,LSTM,,,,VAE,all,1.0,VAE,all,1,SVG_VGG_1.0_VAE_all_VAE_1_all_readout_A_clothiness_per_example_svg_seed_0_1_2.csv,SVG_VGG_1.0_VAE_all_VAE_1_same,ConvNet,Neither,False,False,NA,all,all,same
clothiness,SVG_VGG_1.0_VAE_all_VAE_1_all_readout_B_clothiness_per_example_svg_seed_0_1_2.csv,0.056457826317605604,-0.03188030739099221,0.8025260085452084,64,SVG,clothiness,B,VGG,LSTM,,,,VAE,all,1.0,VAE,all,1,SVG_VGG_1.0_VAE_all_VAE_1_all_readout_B_clothiness_per_example_svg_seed_0_1_2.csv,SVG_VGG_1.0_VAE_all_VAE_1_same,ConvNet,Neither,False,False,NA,all,all,same
clothiness,SVG_VGG_1.0_VAE_all_VAE_1_all_readout_C_clothiness_per_example_svg_seed_0_1_2.csv,0.054542370292657884,-0.2058983817417291,0.102623915793329,64,SVG,clothiness,C,VGG,LSTM,,,,VAE,all,1.0,VAE,all,1,SVG_VGG_1.0_VAE_all_VAE_1_all_readout_C_clothiness_per_example_svg_seed_0_1_2.csv,SVG_VGG_1.0_VAE_all_VAE_1_same,ConvNet,Neither,False,False,NA,all,all,same
clothiness,SVG_VGG_1.0_VAE_all_VAE_1_all_readout_D_clothiness_per_example_svg_seed_0_1_2.csv,0.054542370292657884,-0.2058983817417291,0.102623915793329,64,SVG,clothiness,D,VGG,LSTM,,,,VAE,all,1.0,VAE,all,1,SVG_VGG_1.0_VAE_all_VAE_1_all_readout_D_clothiness_per_example_svg_seed_0_1_2.csv,SVG_VGG_1.0_VAE_all_VAE_1_same,ConvNet,Neither,False,False,NA,all,all,same
clothiness,SVG_VGG_2.0_VAE_all_VAE_2_all_readout_A_clothiness_per_example_svg_seed_0_1_2.csv,0.033138391744243136,0.36497000864709117,4.7309548383233785e-06,149,SVG,clothiness,A,VGG,LSTM,,,,VAE,all,2.0,VAE,all,2,SVG_VGG_2.0_VAE_all_VAE_2_all_readout_A_clothiness_per_example_svg_seed_0_1_2.csv,SVG_VGG_2.0_VAE_all_VAE_2_same,ConvNet,Neither,False,False,NA,all,all,same
clothiness,SVG_VGG_2.0_VAE_all_VAE_2_all_readout_B_clothiness_per_example_svg_seed_0_1_2.csv,0.032830466473638235,0.1371719245306992,0.09527793568045355,149,SVG,clothiness,B,VGG,LSTM,,,,VAE,all,2.0,VAE,all,2,SVG_VGG_2.0_VAE_all_VAE_2_all_readout_B_clothiness_per_example_svg_seed_0_1_2.csv,SVG_VGG_2.0_VAE_all_VAE_2_same,ConvNet,Neither,False,False,NA,all,all,same
clothiness,SVG_VGG_2.0_VAE_all_VAE_2_all_readout_C_clothiness_per_example_svg_seed_0_1_2.csv,0.03259738019725422,0.1922133220134208,0.018851981446007464,149,SVG,clothiness,C,VGG,LSTM,,,,VAE,all,2.0,VAE,all,2,SVG_VGG_2.0_VAE_all_VAE_2_all_readout_C_clothiness_per_example_svg_seed_0_1_2.csv,SVG_VGG_2.0_VAE_all_VAE_2_same,ConvNet,Neither,False,False,NA,all,all,same
clothiness,SVG_VGG_2.0_VAE_all_VAE_2_all_readout_D_clothiness_per_example_svg_seed_0_1_2.csv,0.03259738019725422,0.1922133220134208,0.018851981446007464,149,SVG,clothiness,D,VGG,LSTM,,,,VAE,all,2.0,VAE,all,2,SVG_VGG_2.0_VAE_all_VAE_2_all_readout_D_clothiness_per_example_svg_seed_0_1_2.csv,SVG_VGG_2.0_VAE_all_VAE_2_same,ConvNet,Neither,False,False,NA,all,all,same
clothiness,SVG_VGG_0.0_VAE_all_VAE_0_all_readout_A_clothiness_per_example_svg_seed_0_1_2.csv,0.02552981148607726,0.3571252353569986,7.789445208830618e-06,149,SVG,clothiness,A,VGG,LSTM,,,,VAE,all,0.0,VAE,all,0,SVG_VGG_0.0_VAE_all_VAE_0_all_readout_A_clothiness_per_example_svg_seed_0_1_2.csv,SVG_VGG_0.0_VAE_all_VAE_0_same,ConvNet,Neither,False,False,NA,all,all,same
clothiness,SVG_VGG_0.0_VAE_all_VAE_0_all_readout_B_clothiness_per_example_svg_seed_0_1_2.csv,0.03306397725387657,-0.13901788105132137,0.09086378084282778,149,SVG,clothiness,B,VGG,LSTM,,,,VAE,all,0.0,VAE,all,0,SVG_VGG_0.0_VAE_all_VAE_0_all_readout_B_clothiness_per_example_svg_seed_0_1_2.csv,SVG_VGG_0.0_VAE_all_VAE_0_same,ConvNet,Neither,False,False,NA,all,all,same
clothiness,SVG_VGG_0.0_VAE_all_VAE_0_all_readout_C_clothiness_per_example_svg_seed_0_1_2.csv,0.02847146853117809,0.07377359793377342,0.37123805088739914,149,SVG,clothiness,C,VGG,LSTM,,,,VAE,all,0.0,VAE,all,0,SVG_VGG_0.0_VAE_all_VAE_0_all_readout_C_clothiness_per_example_svg_seed_0_1_2.csv,SVG_VGG_0.0_VAE_all_VAE_0_same,ConvNet,Neither,False,False,NA,all,all,same
clothiness,SVG_VGG_0.0_VAE_all_VAE_0_all_readout_D_clothiness_per_example_svg_seed_0_1_2.csv,0.02847146853117809,0.07377359793377342,0.37123805088739914,149,SVG,clothiness,D,VGG,LSTM,,,,VAE,all,0.0,VAE,all,0,SVG_VGG_0.0_VAE_all_VAE_0_all_readout_D_clothiness_per_example_svg_seed_0_1_2.csv,SVG_VGG_0.0_VAE_all_VAE_0_same,ConvNet,Neither,False,False,NA,all,all,same
clothiness,SVG_VGG_1.0_VAE_no_clothiness_VAE_1_no_clothiness_readout_A_clothiness_per_example_svg_seed_0_1_2.csv,0.031145554165849625,0.15790794827418603,0.05443436642156754,149,SVG,clothiness,A,VGG,LSTM,,,,VAE,no_clothiness,1.0,VAE,no_clothiness,1,SVG_VGG_1.0_VAE_no_clothiness_VAE_1_no_clothiness_readout_A_clothiness_per_example_svg_seed_0_1_2.csv,SVG_VGG_1.0_VAE_all_but_this_VAE_1_same,ConvNet,Neither,False,False,NA,all_but_this,all_but_this,same
clothiness,SVG_VGG_1.0_VAE_no_clothiness_VAE_1_no_clothiness_readout_B_clothiness_per_example_svg_seed_0_1_2.csv,0.03042122856706079,-0.00947805657327378,0.9086649681431772,149,SVG,clothiness,B,VGG,LSTM,,,,VAE,no_clothiness,1.0,VAE,no_clothiness,1,SVG_VGG_1.0_VAE_no_clothiness_VAE_1_no_clothiness_readout_B_clothiness_per_example_svg_seed_0_1_2.csv,SVG_VGG_1.0_VAE_all_but_this_VAE_1_same,ConvNet,Neither,False,False,NA,all_but_this,all_but_this,same
clothiness,SVG_VGG_1.0_VAE_no_clothiness_VAE_1_no_clothiness_readout_C_clothiness_per_example_svg_seed_0_1_2.csv,0.03284981976414277,0.014880871146894853,0.8570549255401175,149,SVG,clothiness,C,VGG,LSTM,,,,VAE,no_clothiness,1.0,VAE,no_clothiness,1,SVG_VGG_1.0_VAE_no_clothiness_VAE_1_no_clothiness_readout_C_clothiness_per_example_svg_seed_0_1_2.csv,SVG_VGG_1.0_VAE_all_but_this_VAE_1_same,ConvNet,Neither,False,False,NA,all_but_this,all_but_this,same
clothiness,SVG_VGG_1.0_VAE_no_clothiness_VAE_1_no_clothiness_readout_D_clothiness_per_example_svg_seed_0_1_2.csv,0.03284981976414277,0.014880871146894853,0.8570549255401175,149,SVG,clothiness,D,VGG,LSTM,,,,VAE,no_clothiness,1.0,VAE,no_clothiness,1,SVG_VGG_1.0_VAE_no_clothiness_VAE_1_no_clothiness_readout_D_clothiness_per_example_svg_seed_0_1_2.csv,SVG_VGG_1.0_VAE_all_but_this_VAE_1_same,ConvNet,Neither,False,False,NA,all_but_this,all_but_this,same
clothiness,SVG_VGG_2.0_VAE_no_clothiness_VAE_2_no_clothiness_readout_A_clothiness_per_example_svg_seed_0_1_2.csv,0.04476771230676493,0.058345521163833014,0.4796893565566511,149,SVG,clothiness,A,VGG,LSTM,,,,VAE,no_clothiness,2.0,VAE,no_clothiness,2,SVG_VGG_2.0_VAE_no_clothiness_VAE_2_no_clothiness_readout_A_clothiness_per_example_svg_seed_0_1_2.csv,SVG_VGG_2.0_VAE_all_but_this_VAE_2_same,ConvNet,Neither,False,False,NA,all_but_this,all_but_this,same
clothiness,SVG_VGG_2.0_VAE_no_clothiness_VAE_2_no_clothiness_readout_B_clothiness_per_example_svg_seed_0_1_2.csv,0.0468702419527817,-0.07442250788810269,0.36703377191163733,149,SVG,clothiness,B,VGG,LSTM,,,,VAE,no_clothiness,2.0,VAE,no_clothiness,2,SVG_VGG_2.0_VAE_no_clothiness_VAE_2_no_clothiness_readout_B_clothiness_per_example_svg_seed_0_1_2.csv,SVG_VGG_2.0_VAE_all_but_this_VAE_2_same,ConvNet,Neither,False,False,NA,all_but_this,all_but_this,same
clothiness,SVG_VGG_2.0_VAE_no_clothiness_VAE_2_no_clothiness_readout_C_clothiness_per_example_svg_seed_0_1_2.csv,0.04079143902025826,0.06102267802112141,0.4597291941141938,149,SVG,clothiness,C,VGG,LSTM,,,,VAE,no_clothiness,2.0,VAE,no_clothiness,2,SVG_VGG_2.0_VAE_no_clothiness_VAE_2_no_clothiness_readout_C_clothiness_per_example_svg_seed_0_1_2.csv,SVG_VGG_2.0_VAE_all_but_this_VAE_2_same,ConvNet,Neither,False,False,NA,all_but_this,all_but_this,same
clothiness,SVG_VGG_2.0_VAE_no_clothiness_VAE_2_no_clothiness_readout_D_clothiness_per_example_svg_seed_0_1_2.csv,0.04079143902025826,0.06102267802112141,0.4597291941141938,149,SVG,clothiness,D,VGG,LSTM,,,,VAE,no_clothiness,2.0,VAE,no_clothiness,2,SVG_VGG_2.0_VAE_no_clothiness_VAE_2_no_clothiness_readout_D_clothiness_per_example_svg_seed_0_1_2.csv,SVG_VGG_2.0_VAE_all_but_this_VAE_2_same,ConvNet,Neither,False,False,NA,all_but_this,all_but_this,same
clothiness,SVG_VGG_0.0_VAE_no_clothiness_VAE_0_no_clothiness_readout_A_clothiness_per_example_svg_seed_0_1_2.csv,0.03127846519446739,0.37082575573067783,3.232542241200913e-06,149,SVG,clothiness,A,VGG,LSTM,,,,VAE,no_clothiness,0.0,VAE,no_clothiness,0,SVG_VGG_0.0_VAE_no_clothiness_VAE_0_no_clothiness_readout_A_clothiness_per_example_svg_seed_0_1_2.csv,SVG_VGG_0.0_VAE_all_but_this_VAE_0_same,ConvNet,Neither,False,False,NA,all_but_this,all_but_this,same
clothiness,SVG_VGG_0.0_VAE_no_clothiness_VAE_0_no_clothiness_readout_B_clothiness_per_example_svg_seed_0_1_2.csv,0.03501468984130725,0.057801699124218606,0.4838003611967687,149,SVG,clothiness,B,VGG,LSTM,,,,VAE,no_clothiness,0.0,VAE,no_clothiness,0,SVG_VGG_0.0_VAE_no_clothiness_VAE_0_no_clothiness_readout_B_clothiness_per_example_svg_seed_0_1_2.csv,SVG_VGG_0.0_VAE_all_but_this_VAE_0_same,ConvNet,Neither,False,False,NA,all_but_this,all_but_this,same
clothiness,SVG_VGG_0.0_VAE_no_clothiness_VAE_0_no_clothiness_readout_C_clothiness_per_example_svg_seed_0_1_2.csv,0.03276403631173685,0.1318543916082701,0.10894796129554446,149,SVG,clothiness,C,VGG,LSTM,,,,VAE,no_clothiness,0.0,VAE,no_clothiness,0,SVG_VGG_0.0_VAE_no_clothiness_VAE_0_no_clothiness_readout_C_clothiness_per_example_svg_seed_0_1_2.csv,SVG_VGG_0.0_VAE_all_but_this_VAE_0_same,ConvNet,Neither,False,False,NA,all_but_this,all_but_this,same
clothiness,SVG_VGG_0.0_VAE_no_clothiness_VAE_0_no_clothiness_readout_D_clothiness_per_example_svg_seed_0_1_2.csv,0.03276403631173685,0.1318543916082701,0.10894796129554446,149,SVG,clothiness,D,VGG,LSTM,,,,VAE,no_clothiness,0.0,VAE,no_clothiness,0,SVG_VGG_0.0_VAE_no_clothiness_VAE_0_no_clothiness_readout_D_clothiness_per_example_svg_seed_0_1_2.csv,SVG_VGG_0.0_VAE_all_but_this_VAE_0_same,ConvNet,Neither,False,False,NA,all_but_this,all_but_this,same
clothiness,SVG_VGG_1.0_VAE_clothiness_VAE_1_clothiness_readout_A_clothiness_per_example_svg_seed_0_1_2.csv,0.07544510630639095,-0.07311586332146694,0.5658542344587845,64,SVG,clothiness,A,VGG,LSTM,,,,VAE,clothiness,1.0,VAE,clothiness,1,SVG_VGG_1.0_VAE_clothiness_VAE_1_clothiness_readout_A_clothiness_per_example_svg_seed_0_1_2.csv,SVG_VGG_1.0_VAE_same_VAE_1_same,ConvNet,Neither,False,False,NA,same,same,same
clothiness,SVG_VGG_1.0_VAE_clothiness_VAE_1_clothiness_readout_B_clothiness_per_example_svg_seed_0_1_2.csv,0.06885332574848198,0.07207446419551933,0.5714152858235437,64,SVG,clothiness,B,VGG,LSTM,,,,VAE,clothiness,1.0,VAE,clothiness,1,SVG_VGG_1.0_VAE_clothiness_VAE_1_clothiness_readout_B_clothiness_per_example_svg_seed_0_1_2.csv,SVG_VGG_1.0_VAE_same_VAE_1_same,ConvNet,Neither,False,False,NA,same,same,same
clothiness,SVG_VGG_1.0_VAE_clothiness_VAE_1_clothiness_readout_C_clothiness_per_example_svg_seed_0_1_2.csv,0.07369553335165538,0.09264282857041312,0.46655034159769715,64,SVG,clothiness,C,VGG,LSTM,,,,VAE,clothiness,1.0,VAE,clothiness,1,SVG_VGG_1.0_VAE_clothiness_VAE_1_clothiness_readout_C_clothiness_per_example_svg_seed_0_1_2.csv,SVG_VGG_1.0_VAE_same_VAE_1_same,ConvNet,Neither,False,False,NA,same,same,same
clothiness,SVG_VGG_1.0_VAE_clothiness_VAE_1_clothiness_readout_D_clothiness_per_example_svg_seed_0_1_2.csv,0.07369553335165538,0.09264282857041312,0.46655034159769715,64,SVG,clothiness,D,VGG,LSTM,,,,VAE,clothiness,1.0,VAE,clothiness,1,SVG_VGG_1.0_VAE_clothiness_VAE_1_clothiness_readout_D_clothiness_per_example_svg_seed_0_1_2.csv,SVG_VGG_1.0_VAE_same_VAE_1_same,ConvNet,Neither,False,False,NA,same,same,same
clothiness,SVG_VGG_2.0_VAE_clothiness_VAE_2_clothiness_readout_A_clothiness_per_example_svg_seed_0_1_2.csv,0.03985975330951347,0.36148478825748637,5.913779032590693e-06,149,SVG,clothiness,A,VGG,LSTM,,,,VAE,clothiness,2.0,VAE,clothiness,2,SVG_VGG_2.0_VAE_clothiness_VAE_2_clothiness_readout_A_clothiness_per_example_svg_seed_0_1_2.csv,SVG_VGG_2.0_VAE_same_VAE_2_same,ConvNet,Neither,False,False,NA,same,same,same
clothiness,SVG_VGG_2.0_VAE_clothiness_VAE_2_clothiness_readout_B_clothiness_per_example_svg_seed_0_1_2.csv,0.04581249761523952,0.09215886014153708,0.26363151264528817,149,SVG,clothiness,B,VGG,LSTM,,,,VAE,clothiness,2.0,VAE,clothiness,2,SVG_VGG_2.0_VAE_clothiness_VAE_2_clothiness_readout_B_clothiness_per_example_svg_seed_0_1_2.csv,SVG_VGG_2.0_VAE_same_VAE_2_same,ConvNet,Neither,False,False,NA,same,same,same
